# EXPERIMENT FOR desorted data distribution
# N	AVG	WST	IWS
100	100	99.5	94.5	91
200	100	99.75	97.25	95.25
300	100	99.8333	98.1667	96.6667
400	100	99.875	86.125	85
500	100	99.9	93.9	93
600	100	99.9167	88.6667	98.25
700	100	99.8571	93.7857	99.5
800	100	99.9375	97.75	97.125
900	100	99.9444	93.8333	93.2778
1000	100	99.8	96.95	96.45
2000	100	99.975	85.975	85.7
3000	100	99.9833	88.55	98.5167
4000	100	99.9875	97.675	97.525
5000	100	99.99	96.89	96.76
6000	100	99.9833	96.3583	99.7083
7000	100	99.9929	95.9929	95.9
8000	100	99.9938	95.7125	95.6312
9000	100	99.9833	98.9611	99.3222
10000	100	99.98	85.945	85.875
20000	100	99.995	97.6575	98.985
30000	100	99.9983	96.3567	97.8467
40000	100	99.9987	95.705	95.685
50000	100	99.996	85.938	99.567
60000	100	99.9992	92.4492	92.4358
70000	100	99.9993	97.0986	99.9236
80000	100	99.9994	90.8213	90.8106
90000	100	99.9978	94.6189	94.6094
100000	100	99.9995	97.657	92.814
200000	100	99.9997	95.7035	95.699
300000	100	99.9993	92.4482	92.445
400000	100	99.9999	90.8205	90.8181
500000	100	99.9996	97.6564	97.6545
600000	100	99.9999	95.7032	95.7016
700000	100	99.9999	94.3081	94.3067
800000	100	99.9999	98.1446	98.1434
900000	100	99.9999	96.7883	96.7872
1000000	100	99.9999	95.7032	95.7022
2000000	100	100	90.8204	90.8198
3000000	100	100	95.7031	95.7028
4000000	100	100	98.1445	98.1443
5000000	100	100	95.7031	95.7029
6000000	100	100	84.3099	84.3097
7000000	100	100	90.1228	90.1226
8000000	100	100	94.4824	94.4823
9000000	100	100	97.8733	97.8731
